loan_id,customer_id,branch_id,loan_type,principal,interest_rate,tenure_months,disbursed_date,due_date,status
10863,170,41,Personal,517712.2,8.37,21,2023-04-07,2028-04-22,Default
10864,5681,76,Personal,481170.87,8.94,57,2025-11-19,2027-10-15,Active
10865,4885,92,Home,706879.25,9.91,45,2021-08-05,2026-12-02,Default
10866,13614,10,Home,754207.39,9.09,33,2020-11-03,2027-05-25,Closed
10867,13142,9,Personal,142753.4,10.52,40,2025-01-11,2027-11-23,Active
10868,6136,3,Home,679688.33,9.04,40,2024-04-22,2028-02-16,Default
10869,6902,55,Personal,470705.73,12.09,54,2023-08-23,2027-10-20,Default
10870,915,5,Home,699756.55,12.16,40,2024-08-21,2027-09-24,Default
10871,9436,80,Car,402717.17,10.99,33,2026-03-01,2027-07-29,Default
10872,9106,41,Personal,215492.14,10.89,28,2024-04-23,2026-09-04,Closed
10873,7033,59,Personal,672886.17,9.29,37,2025-01-31,2027-08-16,Active
10874,12360,17,Car,732644.65,10.31,53,2022-12-28,2027-10-09,Closed
10875,10164,96,Car,77823.59,11.05,37,2022-03-25,2028-04-22,Closed
10876,11609,13,Car,742775.22,9.63,12,2023-02-02,2028-01-15,Closed
10877,615,74,Car,383856.97,12.41,58,2020-12-21,2028-11-13,Closed
10878,2306,69,Car,557670.27,12.49,14,2024-03-09,2027-07-31,Default
10879,13468,20,Personal,436681.19,10.3,35,2022-08-23,2027-04-05,Default
10880,14566,47,Car,354407.61,11.31,40,2021-12-30,2028-10-14,Default
10881,4167,54,Car,649299.19,10.2,13,2022-05-06,2026-10-04,Active
10882,2214,15,Home,284726.67,10.5,33,2024-12-25,2026-10-04,Default
10883,9594,66,Personal,128490.31,8.55,21,2025-04-09,2026-12-18,Default
10884,6394,18,Car,97392.81,11.97,14,2021-06-23,2028-08-18,Closed
10885,11409,86,Personal,542966.7,11.89,49,2022-03-08,2028-04-15,Default
10886,9359,92,Home,826253.8,8.0,44,2023-06-16,2028-12-13,Default
10887,6100,13,Car,198765.36,8.13,18,2026-02-09,2028-05-05,Active
10888,13451,97,Personal,70826.37,9.13,55,2022-05-24,2028-02-07,Closed
10889,5981,76,Personal,587188.15,10.98,53,2022-09-30,2028-09-12,Closed
10890,11651,26,Personal,178496.02,12.61,32,2023-11-29,2028-12-09,Active
10891,14726,72,Home,989229.87,8.92,33,2024-10-03,2027-09-18,Active
10892,2972,72,Home,74910.03,12.9,41,2024-12-11,2028-01-07,Default
10893,6938,58,Home,301259.45,12.01,49,2021-11-21,2027-05-27,Active
10894,3357,29,Car,86510.4,12.6,20,2023-02-23,2027-07-08,Closed
10895,7518,18,Home,588402.93,8.6,40,2025-05-17,2027-09-15,Closed
10896,5858,37,Home,566849.64,11.85,19,2021-03-25,2027-06-13,Default
10897,8402,73,Home,442402.21,11.34,16,2023-11-27,2028-08-18,Default
10898,11824,26,Personal,328716.23,11.16,37,2022-06-03,2028-08-02,Active
10899,777,17,Home,898711.25,10.93,28,2023-06-20,2027-11-08,Active
10900,8946,100,Car,176072.37,9.65,53,2024-07-09,2028-07-21,Closed
10901,4991,92,Car,633617.0,11.21,47,2025-03-18,2026-12-22,Closed
10902,4457,85,Home,272149.99,8.23,14,2023-07-15,2028-12-12,Default
10903,6329,79,Personal,996003.12,8.27,38,2024-08-22,2027-09-04,Active
10904,8423,35,Car,498400.42,11.5,48,2023-04-04,2028-02-08,Closed
10905,10836,86,Personal,843430.16,8.24,19,2022-02-22,2026-11-23,Active
10906,7462,8,Personal,424753.58,9.94,41,2024-06-24,2027-08-29,Default
10907,2140,34,Home,746112.3,10.53,18,2023-08-03,2028-01-31,Active
10908,12224,35,Car,181920.64,8.4,38,2024-01-24,2027-04-17,Active
10909,5714,21,Car,931718.16,8.61,15,2024-08-24,2027-07-11,Active
10910,5822,64,Personal,221443.51,11.56,21,2023-08-11,2028-10-04,Active
10911,1313,62,Car,695799.75,11.07,22,2024-11-11,2027-01-25,Default
10912,10541,12,Car,770776.46,10.48,32,2021-11-15,2027-01-18,Closed
10913,1242,52,Car,528530.09,10.67,21,2022-04-04,2027-07-07,Default
10914,9225,75,Car,668977.45,8.68,51,2021-02-13,2027-11-14,Closed
10915,10090,49,Personal,714635.2,11.93,35,2020-11-23,2028-04-14,Active
10916,14019,70,Home,265115.26,12.84,58,2022-06-19,2028-07-29,Default
10917,1287,61,Personal,384055.98,10.11,25,2021-06-08,2026-10-08,Default
10918,7251,79,Home,649599.67,12.0,41,2023-09-17,2027-05-20,Default
10919,14015,5,Car,905371.22,11.66,16,2022-10-30,2027-06-01,Closed
10920,5150,43,Home,892271.27,10.46,43,2021-02-26,2027-02-03,Active
10921,12725,80,Personal,820218.98,12.61,53,2025-02-06,2028-01-23,Closed
10922,7166,35,Personal,851532.91,11.05,26,2025-08-07,2026-10-24,Default
10923,2646,95,Car,405102.7,10.8,20,2024-09-17,2028-02-11,Active
10924,534,1,Personal,508268.78,12.59,23,2021-01-31,2028-08-10,Active
10925,11634,93,Home,881600.82,8.79,36,2021-04-15,2028-02-25,Default
10926,994,100,Personal,993914.25,12.29,17,2023-03-01,2028-08-10,Active
10927,6641,81,Personal,825597.17,8.9,35,2025-06-15,2027-04-03,Closed
10928,13500,32,Personal,57215.0,8.35,22,2024-02-14,2028-07-25,Active
10929,8078,74,Home,276462.98,10.13,20,2023-01-02,2027-08-14,Active
10930,9977,10,Car,402987.24,10.99,36,2022-05-20,2028-04-20,Default
10931,5205,79,Car,89385.44,10.45,21,2022-09-30,2027-06-28,Active
10932,14991,11,Car,915906.47,8.08,50,2021-02-23,2028-01-31,Active
10933,9169,17,Home,99333.62,10.04,25,2024-09-29,2026-10-03,Active
10934,8494,60,Personal,238607.27,8.28,27,2023-03-09,2027-03-02,Closed
10935,12894,63,Personal,716492.78,12.96,15,2021-11-30,2027-04-02,Default
10936,12577,89,Personal,897449.75,9.11,30,2022-07-14,2026-10-20,Closed
10937,12986,88,Car,71484.67,11.3,50,2022-10-03,2028-10-22,Closed
10938,1245,74,Car,604977.27,10.72,39,2025-07-06,2028-04-08,Active
10939,7097,84,Car,760129.33,12.99,55,2024-08-09,2027-12-21,Default
10940,6721,70,Personal,835194.67,11.5,19,2023-12-14,2027-06-07,Closed
10941,3716,17,Personal,105846.09,12.74,44,2022-05-18,2027-01-28,Default
10942,13708,90,Car,993389.93,9.15,58,2025-06-03,2026-10-15,Closed
10943,577,34,Personal,194958.79,11.0,25,2021-06-02,2027-02-15,Active
10944,9984,67,Home,791854.62,8.09,45,2021-01-15,2028-09-20,Default
10945,12830,57,Home,136443.97,8.84,40,2021-09-08,2028-03-31,Active
10946,11765,78,Home,789155.1,9.99,56,2023-05-21,2027-05-17,Active
10947,6469,24,Home,503752.2,12.26,59,2021-06-04,2027-05-28,Active
10948,1608,85,Home,437140.82,8.59,12,2025-07-22,2027-05-02,Closed
10949,9255,18,Home,217320.79,9.46,42,2020-11-06,2027-02-07,Active
10950,13428,17,Home,960510.18,8.7,51,2022-02-14,2027-03-21,Closed
10951,1024,20,Home,73932.94,11.25,38,2023-10-14,2027-02-13,Closed
10952,13322,32,Home,482403.49,8.6,38,2026-04-11,2028-10-10,Closed
10953,711,39,Personal,954612.08,8.87,40,2025-02-21,2028-09-01,Closed
10954,9656,85,Personal,596603.45,11.54,57,2024-08-05,2026-09-04,Default
10955,13231,95,Personal,495987.52,12.53,13,2023-08-17,2027-04-26,Closed
10956,1664,52,Car,668574.57,10.44,30,2025-08-11,2028-05-05,Closed
10957,8408,91,Home,680302.41,8.07,38,2024-11-01,2029-01-07,Active
10958,8607,68,Car,991057.46,10.61,51,2022-08-19,2028-06-20,Active
10959,7363,76,Personal,799411.15,10.94,13,2021-10-27,2027-02-17,Active
10960,10483,62,Home,394843.52,8.34,56,2025-08-15,2026-11-25,Closed
10961,11947,18,Home,372441.06,11.97,48,2021-07-17,2027-04-01,Active
10962,2656,71,Home,276431.9,9.31,48,2021-04-29,2027-11-04,Active
10963,5345,41,Home,898153.47,12.75,60,2026-03-05,2028-08-02,Default
10964,5221,10,Home,408682.73,10.45,40,2025-05-03,2027-11-17,Active
10965,14825,13,Car,136550.22,12.12,57,2023-09-01,2028-06-01,Default
10966,13541,10,Car,93072.94,8.07,60,2024-11-20,2029-01-08,Closed
10967,4806,44,Personal,215262.24,11.36,30,2024-01-10,2027-11-22,Default
10968,3427,53,Personal,628663.02,11.59,50,2022-03-12,2028-05-17,Active
10969,13881,35,Personal,331249.98,9.16,39,2026-02-05,2028-03-07,Closed
10970,6723,34,Home,650665.1,10.53,17,2021-06-29,2026-11-06,Closed
10971,9391,98,Home,518367.38,11.67,31,2024-06-22,2028-06-23,Default
10972,3975,17,Home,477429.1,11.77,19,2024-08-20,2026-11-16,Active
10973,3289,89,Home,898105.2,11.46,59,2024-03-08,2028-06-03,Default
10974,10083,25,Home,673782.96,9.39,15,2022-10-08,2027-06-20,Active
10975,13620,55,Home,613731.01,12.75,40,2021-02-05,2027-01-16,Active
10976,14956,87,Car,148901.02,12.32,19,2021-02-02,2028-09-23,Closed
10977,13941,75,Personal,218771.98,8.73,37,2021-02-25,2028-02-17,Default
10978,4549,61,Car,431980.46,12.51,49,2022-05-04,2028-08-01,Active
10979,10197,100,Car,230227.03,9.0,47,2025-09-10,2027-02-27,Closed
10980,8887,42,Personal,485195.61,9.52,32,2025-06-05,2027-02-19,Active
10981,8394,73,Home,886451.99,11.75,44,2026-01-26,2027-06-26,Active
10982,6431,27,Personal,691209.92,9.35,39,2021-01-17,2028-01-29,Default
10983,2687,24,Car,816424.82,9.82,36,2021-09-13,2027-09-13,Default
10984,11098,75,Car,782497.34,8.39,56,2022-04-25,2026-11-21,Closed
10985,7320,52,Home,262871.79,11.96,34,2025-06-05,2026-10-27,Default
10986,8771,25,Home,854534.65,10.82,23,2024-09-14,2026-09-21,Default
10987,11767,41,Car,473600.37,9.28,60,2024-11-08,2027-05-04,Default
10988,3855,46,Personal,664245.29,8.82,54,2025-02-13,2026-08-16,Default
10989,13662,25,Car,183105.85,9.84,22,2024-05-30,2028-03-08,Closed
10990,3922,13,Home,930313.04,11.77,33,2021-10-14,2026-08-06,Closed
10991,1013,48,Car,214155.57,9.79,54,2025-02-09,2028-04-23,Active
10992,13626,3,Car,842873.43,12.58,34,2021-02-03,2028-02-16,Default
10993,12130,71,Home,319618.91,10.6,36,2026-03-17,2028-09-29,Active
10994,3292,67,Car,708344.75,9.37,52,2025-09-17,2028-09-05,Closed
10995,13182,90,Home,897233.37,9.93,53,2022-04-04,2028-10-17,Active
10996,9072,93,Car,744171.87,11.15,27,2022-11-22,2028-02-02,Active
10997,9072,35,Car,232378.97,9.74,33,2024-04-03,2026-09-21,Active
10998,13590,99,Car,397648.92,8.35,15,2021-03-14,2026-12-16,Default
10999,9030,53,Personal,557606.0,9.79,43,2021-03-03,2028-04-01,Default
11000,10067,43,Personal,73381.71,12.34,55,2023-09-20,2027-06-01,Closed
11001,13162,12,Car,205459.51,8.68,54,2023-08-14,2027-01-21,Default
11002,8077,38,Personal,582311.94,12.42,28,2023-01-11,2027-10-08,Active
11003,2706,71,Car,894877.34,11.86,59,2021-08-13,2026-10-10,Default
11004,3730,35,Home,459229.51,11.58,40,2021-07-09,2026-09-09,Closed
11005,9893,38,Personal,660821.86,12.11,59,2022-09-11,2027-08-12,Default
11006,3775,5,Home,973775.38,11.85,23,2024-07-14,2028-12-31,Active
11007,1068,21,Home,450960.05,10.61,29,2024-09-12,2026-09-11,Closed
11008,8725,28,Personal,378181.88,12.71,42,2022-12-28,2026-12-01,Closed
11009,12327,14,Home,626571.47,11.62,29,2022-08-02,2028-08-05,Active
11010,13824,29,Home,302406.04,12.29,27,2024-01-17,2026-10-29,Active
11011,13659,17,Car,989379.46,12.41,12,2023-03-23,2026-09-16,Active
11012,10741,30,Car,633373.36,12.1,27,2022-09-23,2027-03-07,Default
11013,12242,55,Car,379562.28,12.9,23,2021-09-07,2028-09-10,Default
11014,10772,64,Car,683878.32,8.15,15,2024-03-15,2028-12-17,Default
11015,10046,53,Personal,544114.3,10.35,44,2022-05-02,2028-06-07,Closed
11016,5381,13,Car,314508.54,11.85,51,2024-09-03,2027-11-17,Active
11017,12983,75,Personal,660702.22,12.32,44,2023-12-15,2027-01-31,Default
11018,2452,98,Personal,74153.24,11.89,26,2024-07-28,2027-01-21,Default
11019,8932,21,Home,358899.41,11.42,57,2024-07-10,2027-03-24,Closed
11020,5813,88,Home,435094.71,11.65,53,2024-07-22,2027-02-21,Default
11021,14539,56,Personal,267728.66,12.15,43,2021-09-05,2028-05-13,Active
11022,12125,10,Home,883911.61,10.32,60,2023-06-09,2027-09-20,Closed
11023,13899,90,Car,388657.83,10.15,54,2020-11-21,2028-01-11,Closed
11024,2984,25,Personal,389819.56,11.74,52,2025-11-21,2028-06-03,Default
11025,7529,65,Car,134612.45,11.38,40,2023-01-13,2028-12-17,Active
11026,716,32,Home,885523.03,8.67,33,2021-01-24,2026-11-10,Default
11027,14102,99,Home,177876.01,12.33,48,2025-06-11,2028-04-10,Closed
11028,3885,28,Personal,284754.89,10.8,40,2021-08-01,2027-01-23,Default
11029,760,36,Car,457436.56,9.72,32,2024-01-11,2028-12-13,Closed
11030,2672,82,Home,381961.21,8.59,27,2022-06-17,2028-06-28,Default
11031,9738,85,Personal,468994.5,10.08,57,2024-11-20,2028-05-25,Closed
11032,9317,2,Personal,614850.16,8.53,18,2024-08-09,2027-05-11,Active
11033,2254,75,Car,236744.71,10.11,48,2020-12-12,2027-01-11,Default
11034,890,59,Personal,825871.88,10.37,14,2026-01-03,2027-11-24,Active
11035,10256,81,Personal,948732.21,11.37,47,2020-12-25,2028-11-27,Active
11036,5911,82,Home,338946.44,9.33,46,2024-08-30,2028-02-10,Default
11037,1562,97,Car,786607.21,12.03,31,2021-05-16,2028-12-17,Closed
11038,12948,66,Car,203934.5,12.12,51,2024-12-24,2027-08-06,Active
11039,14248,68,Personal,552344.86,8.11,31,2025-11-11,2026-10-04,Default
11040,460,38,Car,766018.86,11.64,60,2021-09-13,2028-04-30,Active
11041,2263,45,Home,785625.61,10.04,44,2021-05-31,2028-08-02,Closed
11042,6527,13,Home,641956.22,11.32,28,2022-05-25,2028-01-15,Closed
11043,4968,31,Home,305251.63,12.86,59,2026-03-18,2027-10-10,Default
11044,8347,59,Home,121737.5,11.52,18,2021-07-17,2027-06-12,Default
11045,4815,54,Car,113941.17,9.93,33,2024-01-10,2028-12-31,Active
11046,12279,35,Car,279314.34,11.98,21,2023-09-29,2028-07-29,Closed
11047,9640,93,Home,649202.49,10.37,30,2025-07-06,2028-05-30,Default
11048,7009,55,Home,416419.95,8.4,57,2023-10-02,2028-03-20,Closed
11049,9566,23,Car,672177.06,10.7,55,2024-07-20,2028-09-04,Active
11050,7938,43,Car,471503.32,8.42,55,2025-11-24,2028-03-23,Default
11051,923,10,Car,702025.51,8.82,50,2022-11-25,2028-02-16,Closed
11052,7558,98,Home,597321.09,11.08,46,2022-02-01,2027-03-20,Closed
11053,13032,48,Car,861626.11,11.18,35,2026-04-16,2028-02-01,Closed
11054,14293,50,Car,548353.55,8.31,42,2022-01-12,2026-09-12,Default
11055,5867,16,Home,378389.08,10.04,28,2024-04-13,2027-02-01,Default
11056,8137,10,Home,903727.71,10.22,28,2022-07-15,2028-11-15,Closed
11057,12473,45,Car,887064.25,12.07,56,2022-10-09,2026-09-22,Active
11058,1404,53,Personal,889263.81,8.86,40,2022-02-11,2027-03-22,Active
11059,7728,74,Personal,108814.05,9.65,31,2021-03-21,2027-02-17,Active
11060,12863,14,Home,199357.43,12.62,47,2023-07-25,2026-12-03,Closed
11061,172,93,Car,104717.98,10.24,16,2025-07-22,2027-02-05,Default
11062,2483,30,Personal,381287.46,11.49,41,2023-10-15,2027-01-18,Default
11063,1832,91,Personal,236153.42,10.51,55,2024-12-12,2027-08-18,Closed
11064,8833,61,Car,240598.92,8.72,23,2022-05-01,2028-02-01,Closed
11065,7906,90,Home,230372.72,12.2,21,2022-01-05,2028-06-01,Default
11066,2935,87,Personal,149332.34,12.22,38,2022-08-16,2027-10-16,Default
11067,12790,1,Personal,984325.54,8.16,32,2024-07-13,2028-09-20,Closed
11068,9738,74,Home,640244.14,10.83,43,2022-12-29,2026-09-20,Active
11069,6046,23,Personal,137464.08,9.75,27,2021-08-14,2026-09-05,Closed
11070,10998,78,Personal,547668.64,9.91,29,2024-10-04,2027-06-13,Active
11071,4549,17,Home,633820.42,9.59,41,2025-12-15,2027-12-16,Default
11072,360,23,Personal,679126.88,8.75,23,2021-09-21,2028-09-24,Closed
11073,2812,73,Personal,712926.25,9.51,22,2024-03-31,2027-10-16,Closed
11074,9105,27,Personal,181400.38,9.32,30,2024-01-07,2028-09-16,Closed
11075,1718,28,Home,465287.26,11.42,18,2025-06-24,2026-10-28,Active
11076,5635,40,Home,343370.73,11.89,43,2023-05-03,2027-04-10,Default
11077,2357,1,Personal,381415.04,9.04,50,2025-09-07,2028-07-06,Active
11078,12330,10,Personal,761163.31,11.38,15,2025-12-29,2028-02-25,Default
11079,1081,64,Home,407726.0,10.39,59,2024-07-29,2027-05-13,Active
11080,3898,49,Home,510721.54,8.39,25,2021-11-17,2028-07-01,Closed
11081,4576,34,Home,905971.03,12.91,59,2023-09-12,2027-04-27,Active
11082,4913,100,Home,196726.37,8.98,29,2022-11-07,2028-07-12,Active
11083,9895,97,Personal,337245.04,11.27,20,2022-12-15,2028-06-23,Active
11084,12224,99,Home,50660.77,11.97,32,2023-11-09,2028-10-18,Active
11085,6761,11,Home,379065.8,12.19,23,2022-09-30,2027-07-21,Active
11086,4494,64,Home,363606.88,9.01,41,2025-08-13,2027-06-12,Closed
11087,13300,84,Home,774965.98,9.22,39,2021-01-22,2027-02-02,Active
11088,866,43,Home,547263.81,10.6,58,2022-10-01,2027-08-30,Closed
11089,2790,86,Personal,746432.48,12.14,16,2024-07-18,2028-01-12,Default
11090,4072,2,Car,231410.86,11.03,19,2021-10-26,2028-08-22,Default
11091,6727,74,Personal,279604.72,8.79,14,2020-11-09,2027-05-09,Active
11092,2558,84,Home,105642.27,11.67,32,2025-06-18,2028-09-16,Closed
11093,8013,30,Personal,77543.92,10.05,31,2020-11-19,2028-05-30,Active
11094,12452,4,Car,239409.21,8.26,45,2025-03-25,2028-01-24,Active
11095,12777,30,Car,578079.26,12.17,56,2021-04-15,2027-05-13,Active
11096,4939,10,Home,375188.23,12.22,31,2021-11-06,2027-11-12,Active
11097,13772,57,Home,537138.3,8.15,25,2025-07-20,2028-02-23,Closed
11098,12807,91,Home,294877.08,9.02,35,2024-01-09,2028-04-11,Active
11099,3927,34,Home,977485.66,10.93,41,2021-06-25,2027-08-04,Active
11100,1637,18,Car,578162.99,8.39,43,2023-10-29,2027-10-18,Default
11101,11802,42,Home,843340.73,9.52,19,2023-03-26,2028-12-17,Active
11102,6593,6,Home,190527.97,9.55,33,2021-03-01,2026-09-18,Default
11103,1753,56,Personal,661978.89,8.64,53,2024-02-26,2028-01-23,Active
11104,8371,57,Personal,741857.6,11.56,18,2021-05-24,2028-03-02,Active
11105,9445,46,Car,644524.18,10.09,30,2022-06-25,2027-06-16,Closed
11106,7785,1,Home,403716.66,11.7,50,2026-01-02,2027-10-28,Default
11107,7468,42,Home,656959.39,11.0,39,2025-08-07,2028-01-28,Default
11108,14821,32,Car,732529.51,9.92,15,2024-09-04,2028-06-27,Active
11109,12058,95,Car,404377.49,8.58,56,2026-03-14,2027-09-25,Closed
11110,7121,15,Car,134692.35,12.75,31,2023-04-28,2027-08-26,Closed
11111,9043,91,Personal,477791.95,11.88,38,2025-09-12,2027-11-02,Closed
11112,13916,23,Car,794318.02,8.49,46,2025-08-26,2028-05-18,Default
11113,6196,65,Car,381059.7,11.8,52,2023-11-07,2028-05-17,Default
11114,11339,81,Car,508295.3,9.38,27,2025-09-03,2027-03-11,Closed
11115,11507,33,Home,295626.51,10.49,35,2025-09-21,2028-11-15,Closed
11116,12421,68,Personal,272169.12,8.7,36,2023-02-22,2026-10-09,Default
11117,7070,4,Home,893249.54,11.82,13,2024-05-19,2026-11-30,Active
11118,2000,7,Home,983963.8,12.89,34,2025-10-10,2028-02-22,Closed
11119,1921,23,Car,620665.77,12.25,39,2024-12-22,2027-07-05,Active
11120,8036,15,Personal,338430.62,8.36,20,2024-01-27,2027-02-16,Closed
11121,2684,89,Home,752282.19,9.5,37,2021-11-01,2029-01-04,Closed
11122,4234,18,Personal,171609.1,9.78,51,2021-03-07,2026-12-09,Default
11123,124,20,Car,535693.73,11.25,13,2024-05-04,2027-06-24,Active
11124,10727,3,Car,504552.85,12.31,32,2021-01-10,2026-12-31,Closed
11125,5639,83,Personal,333605.29,8.33,14,2024-05-01,2027-10-03,Closed
11126,9837,97,Personal,624397.75,11.56,59,2022-07-08,2027-11-21,Closed
11127,5069,93,Car,515280.85,9.63,56,2021-09-25,2026-10-30,Closed
11128,1932,80,Personal,843442.38,9.08,51,2025-09-08,2027-02-24,Default
11129,7333,63,Personal,51167.16,10.39,55,2023-10-29,2028-08-08,Closed
11130,4852,98,Home,147086.65,10.89,50,2022-12-30,2028-01-30,Default
11131,2358,81,Car,88528.89,12.2,54,2021-12-21,2027-04-25,Default
11132,6700,92,Personal,873272.49,11.76,58,2022-10-03,2028-06-25,Active
11133,10100,1,Home,410834.02,12.58,33,2026-04-18,2027-02-28,Default
11134,13210,93,Personal,414840.94,9.92,40,2024-03-27,2026-08-22,Active
11135,1040,71,Car,580329.91,10.41,51,2023-04-07,2027-11-27,Closed
11136,837,85,Car,820909.72,10.83,56,2026-02-25,2027-05-26,Default
11137,1787,5,Home,455776.24,12.94,46,2025-03-30,2027-03-17,Closed
11138,2153,98,Home,404565.84,12.59,40,2021-07-17,2028-06-06,Closed
11139,926,15,Home,118762.66,9.85,32,2026-03-06,2026-10-07,Default
11140,2481,18,Car,218278.1,8.14,50,2025-12-02,2028-06-26,Closed
11141,11508,79,Home,959424.94,11.85,26,2021-04-28,2026-10-23,Closed
11142,6423,17,Car,896276.16,8.86,28,2025-01-28,2026-11-24,Closed
11143,8371,72,Personal,848751.94,12.36,35,2024-08-19,2026-08-19,Closed
11144,7414,12,Car,139781.35,10.37,24,2024-06-07,2028-12-27,Default
11145,2839,85,Personal,353884.21,11.96,39,2023-08-24,2028-09-14,Closed
11146,8612,40,Home,602092.96,10.41,53,2020-12-19,2028-05-22,Active
11147,10845,50,Car,942353.29,9.97,45,2021-02-06,2026-12-07,Active
11148,528,66,Car,77470.91,9.48,47,2024-01-03,2028-07-07,Closed
11149,14675,89,Personal,897387.26,12.64,55,2025-03-10,2027-12-05,Default
11150,14753,18,Personal,623366.32,11.89,16,2023-10-17,2028-03-02,Closed
11151,13891,58,Car,819370.65,9.46,18,2023-05-05,2026-12-10,Default
11152,851,96,Home,98114.82,11.8,29,2024-10-15,2028-04-05,Closed
11153,12464,23,Car,490401.39,11.36,41,2023-09-17,2026-08-22,Active
11154,4269,89,Personal,877723.73,12.2,53,2024-08-12,2028-01-08,Active
11155,8910,90,Car,494112.71,9.31,21,2026-03-27,2027-10-07,Active
11156,1343,8,Car,225047.05,10.83,45,2022-08-19,2028-12-21,Default
11157,11060,2,Personal,894185.93,12.79,53,2025-05-18,2028-05-05,Active
11158,232,10,Home,918274.36,10.75,36,2026-02-16,2026-12-02,Active
11159,2668,27,Personal,591702.72,8.27,55,2025-08-14,2028-05-05,Closed
11160,9145,11,Car,373816.62,12.24,43,2023-02-25,2027-03-26,Closed
11161,4572,81,Home,66976.07,9.67,53,2024-06-05,2028-07-11,Default
11162,11617,52,Car,983443.87,9.21,19,2024-05-26,2028-01-15,Default
11163,10343,50,Personal,828588.38,9.03,29,2024-03-29,2026-12-16,Closed
11164,5485,92,Car,53168.27,10.05,49,2024-08-17,2027-07-13,Closed
11165,12756,48,Personal,76434.97,8.13,20,2025-12-11,2028-08-20,Default
11166,145,74,Personal,826552.78,9.14,54,2023-01-06,2027-04-19,Closed
11167,4654,96,Personal,95092.42,11.9,16,2020-11-29,2028-02-09,Active
11168,3351,99,Car,100674.73,8.44,52,2024-08-11,2028-06-04,Closed
11169,3058,4,Car,143797.61,12.88,37,2026-02-08,2027-10-31,Default
11170,11345,41,Car,452188.58,10.7,30,2024-10-30,2027-03-06,Active
11171,10777,24,Personal,508343.14,12.8,56,2023-05-09,2028-08-24,Closed
11172,1179,48,Car,795563.01,10.73,36,2023-03-19,2027-12-02,Closed
11173,4286,2,Personal,433998.26,12.1,18,2021-05-01,2029-01-06,Active
11174,7953,12,Car,826762.5,9.12,28,2024-12-13,2029-01-16,Active
11175,13558,66,Car,575258.55,10.24,16,2022-04-04,2027-01-10,Active
11176,4704,80,Personal,766212.54,10.31,18,2026-03-24,2027-09-01,Default
11177,11352,10,Home,631181.3,10.66,27,2023-02-22,2028-07-30,Default
11178,2523,4,Car,222697.97,8.73,48,2023-11-12,2027-07-16,Default
11179,8461,83,Personal,347731.33,11.97,58,2022-05-28,2026-09-24,Active
11180,10191,14,Personal,312833.03,9.07,21,2024-02-26,2027-12-29,Closed
11181,2919,40,Home,343502.56,12.86,15,2021-08-01,2027-10-31,Active
11182,11284,25,Home,828088.55,9.05,59,2021-07-25,2027-02-14,Default
11183,9298,68,Car,764062.31,10.4,45,2026-01-30,2027-01-10,Active
11184,8898,93,Home,722872.09,10.97,54,2021-05-08,2027-01-27,Closed
11185,8865,23,Car,430213.02,11.86,12,2024-07-03,2028-11-17,Active
11186,3743,36,Home,412619.35,12.44,32,2022-06-15,2027-05-30,Default
11187,9959,46,Personal,461784.85,11.32,42,2021-01-14,2026-11-09,Closed
11188,14826,55,Personal,340613.68,8.54,23,2026-04-10,2027-01-07,Default
11189,6597,49,Home,367161.55,12.05,22,2020-11-29,2028-04-17,Active
11190,2691,55,Car,216884.65,11.93,47,2024-10-11,2026-10-16,Default
11191,8443,95,Car,264623.48,10.53,15,2023-11-14,2028-01-14,Closed
11192,712,55,Car,149594.68,12.06,32,2023-02-08,2028-01-17,Default
11193,2586,64,Home,948568.57,8.66,53,2023-08-01,2027-11-11,Active
11194,3048,31,Personal,767447.8,8.41,31,2021-08-04,2027-08-29,Active
11195,562,42,Car,65911.68,10.76,13,2025-06-28,2028-07-29,Closed
11196,2152,1,Home,826545.81,8.32,33,2022-05-31,2026-09-18,Default
11197,6987,85,Personal,831845.01,10.68,23,2023-09-15,2026-11-16,Closed
11198,6743,71,Car,228663.76,12.33,24,2025-12-15,2027-08-13,Default
11199,6458,27,Home,851262.04,11.02,12,2022-09-29,2027-12-02,Active
11200,4205,90,Home,859452.22,9.77,36,2025-10-13,2026-11-02,Closed
11201,5772,8,Personal,955866.99,11.12,44,2022-06-23,2028-11-12,Closed
11202,11438,54,Personal,150645.37,11.76,24,2025-12-03,2027-04-06,Active
11203,1971,41,Personal,608115.5,11.01,33,2024-07-09,2027-09-24,Active
11204,4771,37,Car,657374.23,11.0,55,2025-06-25,2026-11-06,Default
11205,13275,10,Car,211393.56,10.2,34,2023-08-10,2026-09-25,Active
11206,4147,25,Car,421189.29,12.11,59,2023-03-10,2027-06-17,Closed
11207,12972,5,Personal,642690.2,10.61,56,2024-02-03,2028-08-28,Closed
11208,1232,28,Car,796631.32,10.25,35,2023-09-13,2027-12-29,Closed
11209,26,44,Car,228676.84,11.47,29,2024-09-20,2026-09-03,Default
11210,8375,10,Personal,204018.02,9.68,43,2022-02-04,2028-04-30,Closed
11211,4008,58,Personal,791280.96,10.3,60,2021-06-25,2028-07-14,Closed
11212,12510,78,Personal,982250.56,10.29,20,2024-02-17,2028-07-26,Active
11213,10585,62,Car,661992.75,12.96,38,2025-03-31,2026-09-21,Default
11214,5340,40,Personal,411584.76,12.14,22,2021-08-08,2027-12-08,Closed
